"No.","Time","Source","PHY","Protocol","Length","Delta time (\302\265s end to start)","SN","NESN","More Data","Event counter"
"2401","2.253","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","440\302\265s","","","","0"
"2402","2.253","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2403","2.254","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2416","2.272","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","4456\302\265s","","","","0"
"2417","2.272","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2418","2.273","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2420","2.282","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","6187\302\265s","","","","0"
"2422","2.292","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","9089\302\265s","","","","0"
"2423","2.292","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2424","2.293","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2425","2.301","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","7799\302\265s","","","","0"
"2426","2.301","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"2427","2.302","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"2434","2.309","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","575\302\265s","","","","0"
"2435","2.310","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","366\302\265s","","","","0"
"2437","2.322","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","5341\302\265s","","","","0"
"2438","2.322","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2439","2.323","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2443","2.351","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","5430\302\265s","","","","0"
"2444","2.351","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2445","2.351","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2462","2.377","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","461\302\265s","","","","0"
"2463","2.378","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2464","2.380","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","1772\302\265s","","","","0"
"2465","2.380","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","368\302\265s","","","","0"
"2468","2.381","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","132\302\265s","","","","0"
"2472","2.403","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","15448\302\265s","","","","0"
"2473","2.403","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","237\302\265s","","","","0"
"2474","2.404","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2478","2.429","59:51:34:3a:99:17","LE 1M","LE LL","21","5778\302\265s","","","","0"
"2479","2.430","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"2480","2.430","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"2481","2.453","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","22594\302\265s","","","","0"
"2482","2.453","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2483","2.454","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2490","2.463","7c:89:95:02:84:47","LE 1M","LE LL","24","988\302\265s","","","","0"
"2497","2.476","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","3637\302\265s","","","","0"
"2498","2.476","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2499","2.477","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","567\302\265s","","","","0"
"2500","2.485","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","7696\302\265s","","","","0"
"2501","2.486","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"2503","2.487","7e:c0:d2:57:a4:a9","LE 1M","LE LL","27","151\302\265s","","","","0"
"2510","2.503","4d:be:63:3e:45:54","LE 1M","LE LL","25","5577\302\265s","","","","0"
"2511","2.504","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"2514","2.505","4d:be:63:3e:45:54","LE 1M","LE LL","25","132\302\265s","","","","0"
"2515","2.516","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","10455\302\265s","","","","0"
"2517","2.517","06:b9:cc:6c:ba:aa","LE 1M","LE LL","36","137\302\265s","","","","0"
"2521","2.529","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2528\302\265s","","","","0"
"2522","2.530","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2523","2.530","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2527","2.553","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1420\302\265s","","","","0"
"2528","2.553","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","237\302\265s","","","","0"
"2529","2.554","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2533","2.560","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","1178\302\265s","","","","0"
"2534","2.561","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","368\302\265s","","","","0"
"2535","2.561","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","367\302\265s","","","","0"
"2548","2.577","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2789\302\265s","","","","0"
"2549","2.577","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2550","2.578","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2554","2.581","63:3d:4e:ce:2e:30","LE 1M","LE LL","24","140\302\265s","","","","0"
"2555","2.581","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","366\302\265s","","","","0"
"2556","2.582","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","366\302\265s","","","","0"
"2564","2.602","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","342\302\265s","","","","0"
"2565","2.603","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2566","2.613","59:51:34:3a:99:17","LE 1M","LE LL","21","10030\302\265s","","","","0"
"2567","2.614","59:51:34:3a:99:17","LE 1M","LE LL","21","357\302\265s","","","","0"
"2568","2.614","59:51:34:3a:99:17","LE 1M","LE LL","21","355\302\265s","","","","0"
"2569","2.619","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","4273\302\265s","","","","0"
"2571","2.620","16:f9:ce:2c:ea:aa","LE 1M","LE LL","36","137\302\265s","","","","0"
"2578","2.628","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1043\302\265s","","","","0"
"2579","2.628","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2580","2.629","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2585","2.657","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","340\302\265s","","","","0"
"2586","2.657","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","368\302\265s","","","","0"
"2587","2.658","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","583\302\265s","","","","0"
"2588","2.658","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2589","2.659","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2608","2.688","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","3889\302\265s","","","","0"
"2609","2.688","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2610","2.689","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2614","2.717","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","18569\302\265s","","","","0"
"2615","2.717","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2616","2.718","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2617","2.724","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","5761\302\265s","","","","0"
"2618","2.724","16:45:cc:32:e2:8a","LE 1M","LE LL","36","137\302\265s","","","","0"
"2619","2.725","16:79:cc:6c:ea:2a","LE 1M","LE LL","36","136\302\265s","","","","0"
"2621","2.734","7c:89:95:02:84:47","LE 1M","LE LL","24","7984\302\265s","","","","0"
"2622","2.734","7c:89:95:02:84:47","LE 1M","LE LL","24","368\302\265s","","","","0"
"2627","2.745","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","3462\302\265s","","","","0"
"2628","2.745","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2629","2.751","55:01:2a:98:35:1d","LE 1M","LE LL","23","5896\302\265s","","","","0"
"2631","2.771","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1704\302\265s","","","","0"
"2638","2.776","4d:be:63:3e:45:54","LE 1M","LE LL","25","467\302\265s","","","","0"
"2639","2.776","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"2640","2.777","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"2650","2.794","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","3830\302\265s","","","","0"
"2651","2.795","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2652","2.795","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2653","2.796","59:51:34:3a:99:17","LE 1M","LE LL","21","165\302\265s","","","","0"
"2654","2.796","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"2655","2.797","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"2662","2.819","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","8173\302\265s","","","","0"
"2663","2.820","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2664","2.820","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2670","2.828","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","1788\302\265s","","","","0"
"2672","2.836","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","3603\302\265s","","","","0"
"2673","2.836","7c:86:30:7b:0b:6d","LE 1M","LE LL","23","368\302\265s","","","","0"
"2674","2.841","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","4082\302\265s","","","","0"
"2675","2.841","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2676","2.841","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2677","2.843","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","1821\302\265s","","","","0"
"2678","2.856","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","12058\302\265s","","","","0"
"2679","2.856","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","369\302\265s","","","","0"
"2683","2.871","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","9257\302\265s","","","","0"
"2684","2.871","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2685","2.871","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2703","2.900","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","9216\302\265s","","","","0"
"2709","2.928","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","22758\302\265s","","","","0"
"2712","2.932","e4:56:24:51:15:42","LE 1M","LE LL","14","1309\302\265s","","","","0"
"2713","2.940","55:01:2a:98:35:1d","LE 1M","LE LL","23","8161\302\265s","","","","0"
"2716","2.974","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","22834\302\265s","","","","0"
"2717","2.975","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2718","2.975","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2719","2.977","59:51:34:3a:99:17","LE 1M","LE LL","21","1571\302\265s","","","","0"
"2720","2.978","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"2721","2.978","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"2736","2.996","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","3203\302\265s","","","","0"
"2737","2.996","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2738","2.996","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2745","3.024","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","13567\302\265s","","","","0"
"2746","3.025","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2747","3.025","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2748","3.028","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","3078\302\265s","","","","0"
"2751","3.043","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","7476\302\265s","","","","0"
"2752","3.044","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","678\302\265s","","","","0"
"2753","3.044","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"2755","3.050","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2758\302\265s","","","","0"
"2756","3.050","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2757","3.053","4d:be:63:3e:45:54","LE 1M","LE LL","25","2733\302\265s","","","","0"
"2758","3.054","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"2759","3.054","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"2762","3.059","f1:20:d7:e1:2b:a7","LE 1M","LE LL","14","4143\302\265s","","","","0"
"2763","3.060","f1:20:d7:e1:2b:a7","LE 1M","LE LL","14","132\302\265s","","","","0"
"2764","3.060","f1:20:d7:e1:2b:a7","LE 1M","LE LL","14","132\302\265s","","","","0"
"2765","3.068","f4:20:73:97:58:60","LE 1M","LE LL","14","7638\302\265s","","","","0"
"2766","3.068","f4:20:73:97:58:60","LE 1M","LE LL","14","132\302\265s","","","","0"
"2767","3.069","f4:20:73:97:58:60","LE 1M","LE LL","14","132\302\265s","","","","0"
"2768","3.077","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","8071\302\265s","","","","0"
"2769","3.077","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2770","3.078","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2789","3.102","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2308\302\265s","","","","0"
"2790","3.102","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2791","3.103","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2795","3.110","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","4051\302\265s","","","","0"
"2796","3.111","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","368\302\265s","","","","0"
"2797","3.111","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","369\302\265s","","","","0"
"2803","3.124","55:01:2a:98:35:1d","LE 1M","LE LL","23","8996\302\265s","","","","0"
"2804","3.126","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1612\302\265s","","","","0"
"2805","3.126","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2812","3.155","59:65:2f:65:e4:21","LE 1M","LE LL","24","2085\302\265s","","","","0"
"2813","3.156","59:65:2f:65:e4:21","LE 1M","LE LL","24","368\302\265s","","","","0"
"2815","3.160","59:51:34:3a:99:17","LE 1M","LE LL","21","2495\302\265s","","","","0"
"2816","3.160","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"2817","3.161","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"2820","3.183","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","21450\302\265s","","","","0"
"2821","3.184","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","237\302\265s","","","","0"
"2822","3.184","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2842","3.209","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","3260\302\265s","","","","0"
"2843","3.210","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2844","3.210","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2854","3.233","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","8822\302\265s","","","","0"
"2855","3.234","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2856","3.234","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2858","3.245","96:79:cf:64:ea:aa","LE 1M","LE LL","36","4089\302\265s","","","","0"
"2859","3.246","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","136\302\265s","","","","0"
"2861","3.255","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2756\302\265s","","","","0"
"2862","3.255","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2869","3.278","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","8511\302\265s","","","","0"
"2870","3.279","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2871","3.279","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2872","3.283","7c:89:95:02:84:47","LE 1M","LE LL","24","4071\302\265s","","","","0"
"2873","3.284","7c:89:95:02:84:47","LE 1M","LE LL","24","368\302\265s","","","","0"
"2874","3.284","7c:89:95:02:84:47","LE 1M","LE LL","24","368\302\265s","","","","0"
"2891","3.309","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2892","3.309","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2899","3.323","4d:be:63:3e:45:54","LE 1M","LE LL","25","941\302\265s","","","","0"
"2902","3.324","4d:be:63:3e:45:54","LE 1M","LE LL","25","132\302\265s","","","","0"
"2903","3.325","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"2904","3.326","d9:2c:dd:e5:1f:6d","LE 1M","LE LL","14","498\302\265s","","","","0"
"2905","3.326","d9:2c:dd:e5:1f:6d","LE 1M","LE LL","14","132\302\265s","","","","0"
"2906","3.326","d9:2c:dd:e5:1f:6d","LE 1M","LE LL","14","132\302\265s","","","","0"
"2907","3.333","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","6682\302\265s","","","","0"
"2908","3.334","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2909","3.334","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2910","3.341","59:51:34:3a:99:17","LE 1M","LE LL","21","6911\302\265s","","","","0"
"2911","3.342","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"2912","3.342","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"2913","3.352","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","9333\302\265s","","","","0"
"2914","3.352","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2915","3.353","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2923","3.375","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","4074\302\265s","","","","0"
"2924","3.375","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2928","3.384","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","3522\302\265s","","","","0"
"2929","3.384","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","368\302\265s","","","","0"
"2930","3.385","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","368\302\265s","","","","0"
"2931","3.391","ec:d4:18:8a:ae:b0","LE 1M","LE LL","14","5267\302\265s","","","","0"
"2932","3.391","ec:d4:18:8a:ae:b0","LE 1M","LE LL","14","132\302\265s","","","","0"
"2933","3.391","ec:d4:18:8a:ae:b0","LE 1M","LE LL","14","132\302\265s","","","","0"
"2934","3.397","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","5852\302\265s","","","","0"
"2937","3.401","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1068\302\265s","","","","0"
"2938","3.401","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2939","3.401","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2952","3.417","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","2490\302\265s","","","","0"
"2953","3.417","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"2954","3.418","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"2958","3.429","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","284\302\265s","","","","0"
"2959","3.430","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2960","3.430","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2967","3.458","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","558\302\265s","","","","0"
"2968","3.459","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2969","3.459","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2974","3.482","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","7004\302\265s","","","","0"
"2975","3.482","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","368\302\265s","","","","0"
"2976","3.483","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","375\302\265s","","","","0"
"2977","3.484","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","237\302\265s","","","","0"
"2978","3.484","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2982","3.499","55:01:2a:98:35:1d","LE 1M","LE LL","23","5469\302\265s","","","","0"
"2988","3.513","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1783\302\265s","","","","0"
"2989","3.514","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","237\302\265s","","","","0"
"2990","3.514","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"2997","3.527","59:51:34:3a:99:17","LE 1M","LE LL","21","5896\302\265s","","","","0"
"2998","3.528","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"2999","3.529","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"3006","3.538","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1066\302\265s","","","","0"
"3007","3.539","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3008","3.539","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3012","3.558","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","2002\302\265s","","","","0"
"3013","3.561","f6:d8:c7:99:93:35","LE 1M","LE LL","14","2593\302\265s","","","","0"
"3014","3.561","f6:d8:c7:99:93:35","LE 1M","LE LL","14","132\302\265s","","","","0"
"3015","3.563","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1582\302\265s","","","","0"
"3016","3.564","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3017","3.564","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3018","3.582","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","18083\302\265s","","","","0"
"3021","3.598","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","4021\302\265s","","","","0"
"3022","3.598","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"3023","3.599","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"3030","3.622","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","5447\302\265s","","","","0"
"3031","3.622","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3032","3.623","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3045","3.646","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1529\302\265s","","","","0"
"3046","3.646","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","237\302\265s","","","","0"
"3047","3.646","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","239\302\265s","","","","0"
"3053","3.662","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","6493\302\265s","","","","0"
"3054","3.663","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","368\302\265s","","","","0"
"3055","3.664","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","368\302\265s","","","","0"
"3057","3.672","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","5249\302\265s","","","","0"
"3058","3.673","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3064","3.685","55:01:2a:98:35:1d","LE 1M","LE LL","23","3221\302\265s","","","","0"
"3065","3.686","55:01:2a:98:35:1d","LE 1M","LE LL","23","518\302\265s","","","","0"
"3066","3.697","59:65:2f:65:e4:21","LE 1M","LE LL","24","10552\302\265s","","","","0"
"3067","3.698","59:65:2f:65:e4:21","LE 1M","LE LL","24","368\302\265s","","","","0"
"3071","3.702","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1020\302\265s","","","","0"
"3074","3.713","59:51:34:3a:99:17","LE 1M","LE LL","21","3053\302\265s","","","","0"
"3075","3.713","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"3076","3.714","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"3083","3.732","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1542\302\265s","","","","0"
"3084","3.732","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3085","3.733","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3095","3.754","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","4072\302\265s","","","","0"
"3096","3.755","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3097","3.755","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3110","3.784","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","342\302\265s","","","","0"
"3111","3.784","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"3115","3.809","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1661\302\265s","","","","0"
"3116","3.810","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3117","3.810","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3143","3.864","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","7807\302\265s","","","","0"
"3144","3.864","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3145","3.873","55:01:2a:98:35:1d","LE 1M","LE LL","23","8381\302\265s","","","","0"
